PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-005   1.2045035402587824E-005   1.4508287784959399E-005   1.7475284000076841E-005   2.1049041445120205E-005   2.5353644939701121E-005   3.0538555088334155E-005   3.6783797718286335E-005   4.4306214575838820E-005   5.3366992312063096E-005   6.4280731172843206E-005   7.7426368268112701E-005   9.3260334688321990E-005   1.1233240329780277E-004   1.3530477745798069E-004   1.6297508346206443E-004   1.9630406500402715E-004   2.3644894126454075E-004   2.8480358684358022E-004   3.4304692863149175E-004   4.1320124001153368E-004   4.9770235643321122E-004   5.9948425031894099E-004   7.2208090183854638E-004   8.6974900261778355E-004   1.0476157527896652E-003   1.2618568830660211E-003   1.5199110829529332E-003   1.8307382802953678E-003   2.2051307399030455E-003   2.6560877829466872E-003   3.1992671377973850E-003   3.8535285937105314E-003   4.6415888336127781E-003   5.5908101825122231E-003   6.7341506577508212E-003   8.1113083078968740E-003   9.7700995729922569E-003   1.1768119524349981E-002   1.4174741629268050E-002   1.7073526474706908E-002   2.0565123083486517E-002   2.4770763559917114E-002   2.9836472402833405E-002   3.5938136638046264E-002   4.3287612810830572E-002   5.2140082879996850E-002   6.2802914418342543E-002   7.5646332755462911E-002   9.1116275611548961E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
   1.0000000000500000        1.0501146185291783        1.1046444104904334        1.1640826282105659        1.2289889720926521        1.3000000000000000     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  1.5093877E-01  4.5564849E-01  4.9103570E-01  5.5269185E-09  4.9145988E-01  4.5642912E-01  1.5093877E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6452344E-01  4.9015806E-01  5.2791581E-01  3.1851693E-08  5.2837615E-01  4.9100555E-01  1.6452344E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7919806E-01  5.2439443E-01  5.6433914E-01  3.3437880E-07  5.6483749E-01  5.2531237E-01  1.7919806E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9483869E-01  5.5666295E-01  5.9842707E-01  7.5214385E-06  5.9896437E-01  5.5765333E-01  1.9483869E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1119209E-01  5.8458550E-01  6.2755992E-01  4.4577274E-04  6.2813565E-01  5.8564770E-01  2.1119209E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.6462137E-05  2.2781994E-01  6.0501069E-01  6.4828995E-01  9.0649335E-02  6.4890127E-01  6.0614000E-01  2.2781994E-01  1.6462137E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4579826E-01  4.3980763E-01  4.7257086E-01  2.0035883E-08  4.7305754E-01  4.4069786E-01  1.4579826E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5897866E-01  4.7319827E-01  5.0813083E-01  1.0102024E-07  5.0865913E-01  4.7416524E-01  1.5897866E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7324527E-01  5.0636766E-01  5.4328611E-01  8.9103323E-07  5.4385823E-01  5.0741575E-01  1.7324527E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8849224E-01  5.3769387E-01  5.7623992E-01  1.5954897E-05  5.7685706E-01  5.3882573E-01  1.8849224E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0449336E-01  5.6489654E-01  6.0448320E-01  7.0058830E-04  6.0514486E-01  5.6611192E-01  2.0449336E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.6184321E-05  2.2084887E-01  5.8494772E-01  6.2470870E-01  9.6192901E-02  6.2541180E-01  5.8624183E-01  2.2084887E-01  1.6184321E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4084642E-01  4.2429129E-01  4.5453399E-01  6.6139857E-08  4.5507614E-01  4.2535378E-01  1.4084642E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5363481E-01  4.5659633E-01  4.8880575E-01  2.9856543E-07  4.8939570E-01  4.5774603E-01  1.5363481E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6750440E-01  4.8873657E-01  5.2272442E-01  2.2516247E-06  5.2336538E-01  4.8997640E-01  1.6750440E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8236627E-01  5.1916316E-01  5.5457344E-01  3.2576382E-05  5.5526773E-01  5.2049323E-01  1.8236627E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9801964E-01  5.4569363E-01  5.8195209E-01  1.0782128E-03  5.8270045E-01  5.4710980E-01  1.9801964E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.5917534E-05  2.1410123E-01  5.6542301E-01  6.0169072E-01  1.0225610E-01  6.0249125E-01  5.6691498E-01  2.1410123E-01  1.5917534E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3607074E-01  4.0995981E-01  4.3696142E-01  2.0691401E-07  4.3758170E-01  4.1118146E-01  1.3607074E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4848158E-01  4.4119008E-01  4.6998149E-01  8.3591570E-07  4.7065705E-01  4.4251131E-01  1.4848158E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6196916E-01  4.7226979E-01  5.0270062E-01  5.4219554E-06  5.0343542E-01  4.7369358E-01  1.6196916E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7646112E-01  5.0170529E-01  5.3348103E-01  6.4133957E-05  5.3427816E-01  5.0323128E-01  1.7646112E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9178158E-01  5.2739098E-01  5.6002841E-01  1.6268788E-03  5.6088926E-01  5.2901382E-01  1.9178158E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.5658193E-05  2.0760312E-01  5.4652309E-01  5.7930807E-01  1.0890196E-01  5.8023113E-01  5.4823019E-01  2.0760312E-01  1.5658193E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3150687E-01  3.9549639E-01  4.1981420E-01  6.0770793E-07  4.2053804E-01  3.9688874E-01  1.3150687E-01  0.0000000E+00  0.0000000E+00
