PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-005   1.2045035402587824E-005   1.4508287784959399E-005   1.7475284000076841E-005   2.1049041445120205E-005   2.5353644939701121E-005   3.0538555088334155E-005   3.6783797718286335E-005   4.4306214575838820E-005   5.3366992312063096E-005   6.4280731172843206E-005   7.7426368268112701E-005   9.3260334688321990E-005   1.1233240329780277E-004   1.3530477745798069E-004   1.6297508346206443E-004   1.9630406500402715E-004   2.3644894126454075E-004   2.8480358684358022E-004   3.4304692863149175E-004   4.1320124001153368E-004   4.9770235643321122E-004   5.9948425031894099E-004   7.2208090183854638E-004   8.6974900261778355E-004   1.0476157527896652E-003   1.2618568830660211E-003   1.5199110829529332E-003   1.8307382802953678E-003   2.2051307399030455E-003   2.6560877829466872E-003   3.1992671377973850E-003   3.8535285937105314E-003   4.6415888336127781E-003   5.5908101825122231E-003   6.7341506577508212E-003   8.1113083078968740E-003   9.7700995729922569E-003   1.1768119524349981E-002   1.4174741629268050E-002   1.7073526474706908E-002   2.0565123083486517E-002   2.4770763559917114E-002   2.9836472402833405E-002   3.5938136638046264E-002   4.3287612810830572E-002   5.2140082879996850E-002   6.2802914418342543E-002   7.5646332755462911E-002   9.1116275611548961E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
   1.0000000000500000        1.0501146185291783        1.1046444104904334        1.1640826282105659        1.2289889720926521        1.3000000000000000     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  1.5046281E-01  4.4508049E-01  4.5853331E-01  2.0251008E-06  4.5897885E-01  4.4577138E-01  1.5046281E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6408451E-01  4.7899452E-01  4.9330895E-01  6.6916302E-06  4.9378843E-01  4.7974845E-01  1.6408451E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7883842E-01  5.1274953E-01  5.2783472E-01  3.2958787E-05  5.2834797E-01  5.1357170E-01  1.7883842E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9461998E-01  5.4472539E-01  5.6041344E-01  2.6950605E-04  5.6095867E-01  5.4562030E-01  1.9461998E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.1120197E-01  5.7263786E-01  5.8866097E-01  4.1969484E-03  5.8923409E-01  5.7360843E-01  2.1120197E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.7027126E-05  2.2817988E-01  5.9344463E-01  6.0941442E-01  1.4831922E-01  6.1000826E-01  5.9449088E-01  2.2817988E-01  1.7027126E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4511520E-01  4.2945342E-01  4.3922745E-01  4.4169503E-06  4.3971900E-01  4.3029316E-01  1.4511520E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5831508E-01  4.6226189E-01  4.7262318E-01  1.3543858E-05  4.7315396E-01  4.6317234E-01  1.5831508E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7264265E-01  4.9496181E-01  5.0582389E-01  6.0262947E-05  5.0639465E-01  4.9594623E-01  1.7264265E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8801206E-01  5.2600468E-01  5.3721830E-01  4.3018767E-04  5.3782831E-01  5.2706442E-01  1.8801206E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  2.0422412E-01  5.5320269E-01  5.6453850E-01  5.5989205E-03  5.6518483E-01  5.5433609E-01  2.0422412E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.6740374E-05  2.2091452E-01  5.7363559E-01  5.8476942E-01  1.5643613E-01  5.8544610E-01  5.7483646E-01  2.2091452E-01  1.6740374E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3996781E-01  4.1416968E-01  4.2036787E-01  9.2252205E-06  4.2087441E-01  4.1517616E-01  1.3996781E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5275912E-01  4.4590942E-01  4.5241555E-01  2.6372966E-05  4.5296887E-01  4.4699582E-01  1.5275912E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6667242E-01  4.7759669E-01  4.8432182E-01  1.0666448E-04  4.8492605E-01  4.7876437E-01  1.6667242E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8163933E-01  5.0775531E-01  5.1455939E-01  6.7017706E-04  5.1521824E-01  5.0900252E-01  1.8163933E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9748711E-01  5.3429441E-01  5.4097401E-01  7.3690837E-03  5.4169016E-01  5.3561487E-01  1.9748711E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.6464183E-05  2.1388955E-01  5.5441573E-01  5.6069525E-01  1.6511327E-01  5.6146937E-01  5.5579687E-01  2.1388955E-01  1.6464183E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3500329E-01  4.0013598E-01  4.0197516E-01  1.8565975E-05  4.0259087E-01  4.0124253E-01  1.3500329E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4740166E-01  4.3081977E-01  4.3271193E-01  4.9673764E-05  4.3338059E-01  4.3201883E-01  1.4740166E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6091723E-01  4.6146319E-01  4.6336166E-01  1.8358810E-04  4.6408622E-01  4.6275872E-01  1.6091723E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7549892E-01  4.9064352E-01  4.9247973E-01  1.0225342E-03  4.9326196E-01  4.9203684E-01  1.7549892E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.9100007E-01  5.1634455E-01  5.1802366E-01  9.5890030E-03  5.1886333E-01  5.1783295E-01  1.9100007E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.6195072E-05  2.0713223E-01  5.3586651E-01  5.3726515E-01  1.7442961E-01  5.3815890E-01  5.3744118E-01  2.0713223E-01  1.6195072E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3028244E-01  3.8601834E-01  3.8401834E-01  3.6098459E-05  3.8475614E-01  3.8729092E-01  1.3028244E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4229937E-01  4.1568932E-01  4.1346955E-01  9.0722727E-05  4.1426661E-01  4.1706810E-01  1.4229937E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5542455E-01  4.4535826E-01  4.4288383E-01  3.0792063E-04  4.4374146E-01  4.4684768E-01  1.5542455E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6962151E-01  4.7366485E-01  4.7089633E-01  1.5303610E-03  4.7181373E-01  4.7526633E-01  1.6962151E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.8476611E-01  4.9867766E-01  4.9557277E-01  1.2346084E-02  4.9654592E-01  5.0038789E-01  1.8476611E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.5935369E-05  2.0060283E-01  5.1780516E-01  5.1432277E-01  1.8441541E-01  5.1534315E-01  5.1961386E-01  2.0060283E-01  1.5935369E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2560512E-01  3.7222548E-01  3.6631846E-01  6.7633617E-05  3.6716426E-01  3.7366778E-01  1.2560512E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3725284E-01  4.0091478E-01  3.9451734E-01  1.6027085E-04  3.9543090E-01  4.0247944E-01  1.3725284E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5000504E-01  4.2964367E-01  4.2273657E-01  5.0215415E-04  4.2371937E-01  4.3133679E-01  1.5000504E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.6384203E-01  4.5711428E-01  4.4969267E-01  2.2425963E-03  4.5074367E-01  4.5893888E-01  1.6384203E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7866508E-01  4.8147961E-01  4.7356105E-01  1.5709590E-02  4.7467552E-01  4.8343380E-01  1.7866508E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  1.5668033E-05  1.9425563E-01  5.0025560E-01  4.9189035E-01  1.9505813E-01  4.9305841E-01  5.0232996E-01  1.9425563E-01  1.5668033E-05  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2111869E-01  3.5885830E-01  3.4899581E-01  1.2238837E-04  3.4995704E-01  3.6050253E-01  1.2111869E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.3240832E-01  3.8659412E-01  3.7597112E-01  2.7447256E-04  3.7701032E-01  3.8837873E-01  1.3240832E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4479662E-01  4.1440883E-01  4.0302407E-01  7.9783787E-04  4.0414340E-01  4.1634124E-01  1.4479662E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5827917E-01  4.4106475E-01  4.2895133E-01  3.2231075E-03  4.3015029E-01  4.4314908E-01  1.5827917E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.7278059E-01  4.6479647E-01  4.5203636E-01  1.9776447E-02  4.5331046E-01  4.6703139E-01  1.7278059E-01  0.0000000E+00  0.0000000E+00
