PdfType: central
Format: lhagrid1
---
1.010390e-04 1.077500e-04 1.166980e-04 1.234100e-04 1.316060e-04 1.425360e-04 1.507330e-04 1.607440e-04 1.740940e-04 1.841060e-04 1.963340e-04 2.126380e-04 2.248670e-04 2.398030e-04 2.597170e-04 2.746540e-04 2.928960e-04 3.172200e-04 3.354630e-04 3.577440e-04 3.874530e-04 4.097350e-04 4.369490e-04 4.732360e-04 5.004510e-04 5.336910e-04 5.780120e-04 6.112530e-04 6.518520e-04 7.059860e-04 7.465860e-04 7.961740e-04 8.622930e-04 9.118820e-04 9.724510e-04 1.053210e-03 1.113780e-03 1.187750e-03 1.286390e-03 1.360370e-03 1.450720e-03 1.571200e-03 1.661560e-03 1.771920e-03 1.919060e-03 2.029430e-03 2.164220e-03 2.343950e-03 2.478750e-03 2.643390e-03 2.862910e-03 3.027550e-03 3.228640e-03 3.496760e-03 3.697860e-03 3.943470e-03 4.270960e-03 4.516580e-03 4.816570e-03 5.216560e-03 5.516560e-03 5.882970e-03 6.371530e-03 6.737950e-03 7.185490e-03 7.782210e-03 8.229750e-03 8.776360e-03 9.505180e-03 1.005180e-02 1.116450e-02 1.227730e-02 1.363640e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484720e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706770e-02 4.076220e-02 4.527460e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754180e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007600e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496510e-01 1.546380e-01 1.599680e-01 1.652990e-01 1.709960e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953860e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914810e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560160e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067950e-01 4.203500e-01 4.348390e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311140e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674480e-01 5.737530e-01 5.801990e-01 5.866460e-01 5.932370e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341340e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778510e-01 6.853830e-01 6.930830e-01 7.007840e-01 7.086570e-01 7.165310e-01 7.245810e-01 7.326320e-01 7.408630e-01 7.490950e-01 7.575110e-01 7.659280e-01 7.745330e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217740e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464870e-01 8.496230e-01 8.527810e-01 8.559400e-01 8.591210e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784260e-01 8.816800e-01 8.849570e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981650e-01 9.014920e-01 9.048430e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183480e-01 9.217500e-01 9.251760e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389840e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529990e-01 9.565290e-01 9.600840e-01 9.636400e-01 9.672220e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816580e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  0.00000000e+00  4.74411980e-02  1.44483327e-01  1.44461237e-01  1.51440529e-01  1.49370493e-01  4.74411980e-02  0.00000000e+00  0.00000000e+00  2.67770776e-02
  0.00000000e+00  3.79912813e-02  8.52665214e-02  1.81925868e-01  1.81895611e-01  1.89412453e-01  1.87232282e-01  8.52665214e-02  3.79912813e-02  0.00000000e+00  1.01232481e+00
  0.00000000e+00  8.77904776e-02  1.34911385e-01  2.31210114e-01  2.31171372e-01  2.39225522e-01  2.36935953e-01  1.34911385e-01  8.77904776e-02  0.00000000e+00  2.38533502e+00
  0.00000000e+00  1.50172749e-01  1.97147596e-01  2.93102598e-01  2.93055627e-01  3.01654553e-01  2.99256439e-01  1.97147596e-01  1.50172749e-01  0.00000000e+00  4.17997701e+00
  0.00000000e+00  2.26098810e-01  2.72937124e-01  3.68563393e-01  3.68508096e-01  3.77657358e-01  3.75149744e-01  2.72937124e-01  2.26098810e-01  0.00000000e+00  6.42975016e+00
  0.00000000e+00  3.16623583e-01  3.63334024e-01  4.58642733e-01  4.58578442e-01  4.68286677e-01  4.65669487e-01  3.63334024e-01  3.16623583e-01  0.00000000e+00  9.16602096e+00
  0.00000000e+00  4.22874981e-01  4.69459577e-01  5.64463032e-01  5.64389940e-01  5.74668453e-01  5.71941286e-01  4.69459577e-01  4.22874981e-01  0.00000000e+00  1.24178767e+01
  0.00000000e+00  5.46029415e-01  5.92497771e-01  6.87205525e-01  6.87123713e-01  6.97983047e-01  6.95144739e-01  5.92497771e-01  5.46029415e-01  0.00000000e+00  1.62117472e+01
  1.63995369e-01  7.03807168e-01  7.50152547e-01  8.44543702e-01  8.44451648e-01  8.55969490e-01  8.53006450e-01  7.50152547e-01  7.03807168e-01  1.63995369e-01  2.07589352e+01
  3.52331338e-01  8.85997949e-01  9.32223103e-01  1.02630554e+00  1.02620266e+00  1.03840130e+00  1.03531129e+00  9.32223103e-01  8.85997949e-01  3.52331338e-01  2.60164950e+01
  5.66905074e-01  1.09448814e+00  1.14060130e+00  1.23437333e+00  1.23426138e+00  1.24717145e+00  1.24395074e+00  1.14060130e+00  1.09448814e+00  5.66905074e-01  3.20147481e+01
  8.09680408e-01  1.33123942e+00  1.37724380e+00  1.47072630e+00  1.47060187e+00  1.48424285e+00  1.48088924e+00  1.37724380e+00  1.33123942e+00  8.09680408e-01  3.87773073e+01
  1.08257503e+00  1.59818275e+00  1.64406372e+00  1.73724580e+00  1.73710958e+00  1.75150914e+00  1.74801633e+00  1.64406372e+00  1.59818275e+00  1.08257503e+00  4.63212950e+01
  1.38743752e+00  1.89712657e+00  1.94291265e+00  2.03580960e+00  2.03566318e+00  2.05084496e+00  2.04720952e+00  1.94291265e+00  1.89712657e+00  1.38743752e+00  5.46560472e+01
  1.72600682e+00  2.22982842e+00  2.27553646e+00  2.36813726e+00  2.36797534e+00  2.38398725e+00  2.38020715e+00  2.27553646e+00  2.22982842e+00  1.72600682e+00  6.37829480e+01
  2.09991127e+00  2.59792033e+00  2.64353928e+00  2.73586337e+00  2.73568999e+00  2.75253586e+00  2.74861006e+00  2.64353928e+00  2.59792033e+00  2.09991127e+00  7.36952554e+01
  2.51060941e+00  3.00286704e+00  3.04838640e+00  3.14042868e+00  3.14024233e+00  3.15796841e+00  3.15389239e+00  3.04838640e+00  3.00286704e+00  2.51060941e+00  8.43778929e+01
  2.95938637e+00  3.44591196e+00  3.49135259e+00  3.58313134e+00  3.58293126e+00  3.60155954e+00  3.59732753e+00  3.49135259e+00  3.44591196e+00  2.95938637e+00  9.58081607e+01
  3.44730548e+00  3.92815189e+00  3.97351256e+00  4.06502930e+00  4.06481131e+00  4.08437229e+00  4.07998150e+00  3.97351256e+00  3.92815189e+00  3.44730548e+00  1.07954451e+02
  3.97523398e+00  4.45043807e+00  4.49572188e+00  4.58697457e+00  4.58674511e+00  4.60727728e+00  4.60272311e+00  4.49572188e+00  4.45043807e+00  3.97523398e+00  1.20779183e+02
