PdfType: central
Format: lhagrid1
---
1.010390e-04 1.077500e-04 1.166980e-04 1.234100e-04 1.316060e-04 1.425360e-04 1.507330e-04 1.607440e-04 1.740940e-04 1.841060e-04 1.963340e-04 2.126380e-04 2.248670e-04 2.398030e-04 2.597170e-04 2.746540e-04 2.928960e-04 3.172200e-04 3.354630e-04 3.577440e-04 3.874530e-04 4.097350e-04 4.369490e-04 4.732360e-04 5.004510e-04 5.336910e-04 5.780120e-04 6.112530e-04 6.518520e-04 7.059860e-04 7.465860e-04 7.961740e-04 8.622930e-04 9.118820e-04 9.724510e-04 1.053210e-03 1.113780e-03 1.187750e-03 1.286390e-03 1.360370e-03 1.450720e-03 1.571200e-03 1.661560e-03 1.771920e-03 1.919060e-03 2.029430e-03 2.164220e-03 2.343950e-03 2.478750e-03 2.643390e-03 2.862910e-03 3.027550e-03 3.228640e-03 3.496760e-03 3.697860e-03 3.943470e-03 4.270960e-03 4.516580e-03 4.816570e-03 5.216560e-03 5.516560e-03 5.882970e-03 6.371530e-03 6.737950e-03 7.185490e-03 7.782210e-03 8.229750e-03 8.776360e-03 9.505180e-03 1.005180e-02 1.116450e-02 1.227730e-02 1.363640e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484720e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706770e-02 4.076220e-02 4.527460e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754180e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007600e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496510e-01 1.546380e-01 1.599680e-01 1.652990e-01 1.709960e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953860e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914810e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560160e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067950e-01 4.203500e-01 4.348390e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311140e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674480e-01 5.737530e-01 5.801990e-01 5.866460e-01 5.932370e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341340e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778510e-01 6.853830e-01 6.930830e-01 7.007840e-01 7.086570e-01 7.165310e-01 7.245810e-01 7.326320e-01 7.408630e-01 7.490950e-01 7.575110e-01 7.659280e-01 7.745330e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217740e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464870e-01 8.496230e-01 8.527810e-01 8.559400e-01 8.591210e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784260e-01 8.816800e-01 8.849570e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981650e-01 9.014920e-01 9.048430e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183480e-01 9.217500e-01 9.251760e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389840e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529990e-01 9.565290e-01 9.600840e-01 9.636400e-01 9.672220e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816580e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  0.00000000e+00  3.19308966e-02  1.42962381e-01  1.42955120e-01  1.49826801e-01  1.49135981e-01  3.19308966e-02  0.00000000e+00  0.00000000e+00 -5.87861944e-04
  0.00000000e+00  3.91338753e-02  7.11326350e-02  1.81925881e-01  1.81915657e-01  1.89322636e-01  1.88594700e-01  7.11326350e-02  3.91338753e-02  0.00000000e+00  1.02567749e+00
  0.00000000e+00  9.00387262e-02  1.22105920e-01  2.32671091e-01  2.32657905e-01  2.40602630e-01  2.39838035e-01  1.22105920e-01  9.00387262e-02  0.00000000e+00  2.43899555e+00
  0.00000000e+00  1.53450225e-01  1.85583949e-01  2.95931046e-01  2.95914842e-01  3.04403098e-01  3.03601851e-01  1.85583949e-01  1.53450225e-01  0.00000000e+00  4.27054941e+00
  0.00000000e+00  2.30288229e-01  2.62487904e-01  3.72626001e-01  3.72606829e-01  3.81642656e-01  3.80804909e-01  2.62487904e-01  2.30288229e-01  0.00000000e+00  6.55096418e+00
  0.00000000e+00  3.21559702e-01  3.53826532e-01  4.63760577e-01  4.63738422e-01  4.73331866e-01  4.72457356e-01  3.53826532e-01  3.21559702e-01  0.00000000e+00  9.30902823e+00
  0.00000000e+00  4.28343597e-01  4.60676136e-01  5.70414161e-01  5.70388927e-01  5.80548058e-01  5.79636552e-01  4.60676136e-01  4.28343597e-01  0.00000000e+00  1.25714674e+01
  0.00000000e+00  5.51772744e-01  5.84171485e-01  6.93716936e-01  6.93688470e-01  7.04425039e-01  7.03476071e-01  5.84171485e-01  5.51772744e-01  0.00000000e+00  1.63626379e+01
  1.64028196e-01  7.09489777e-01  7.41965077e-01  8.51300513e-01  8.51268641e-01  8.62660392e-01  8.61669656e-01  7.41965077e-01  7.09489777e-01  1.64028196e-01  2.08889711e+01
  3.51934829e-01  8.91161099e-01  9.23706815e-01  1.03283867e+00  1.03280300e+00  1.04487046e+00  1.04383665e+00  9.23706815e-01  8.91161099e-01  3.51934829e-01  2.61060729e+01
  5.65542002e-01  1.09858958e+00  1.13121483e+00  1.24015396e+00  1.24011449e+00  1.25287640e+00  1.25179928e+00  1.13121483e+00  1.09858958e+00  5.65542002e-01  3.20414238e+01
  8.06729919e-01  1.33367232e+00  1.36637135e+00  1.47510548e+00  1.47506205e+00  1.48854356e+00  1.48742068e+00  1.36637135e+00  1.33367232e+00  8.06729919e-01  3.87175024e+01
  1.07734182e+00  1.59821352e+00  1.63101076e+00  1.73953197e+00  1.73948407e+00  1.75371970e+00  1.75255147e+00  1.63101076e+00  1.59821352e+00  1.07734182e+00  4.61501732e+01
  1.37915222e+00  1.89402341e+00  1.92689361e+00  2.03522116e+00  2.03516895e+00  2.05018617e+00  2.04897163e+00  1.92689361e+00  1.89402341e+00  1.37915222e+00  5.43480967e+01
  1.71381412e+00  2.22274435e+00  2.25569175e+00  2.36382743e+00  2.36377172e+00  2.37959157e+00  2.37832780e+00  2.25569175e+00  2.22274435e+00  1.71381412e+00  6.33122913e+01
  2.08290716e+00  2.58594772e+00  2.61899047e+00  2.72690567e+00  2.72684456e+00  2.74350440e+00  2.74219118e+00  2.61899047e+00  2.58594772e+00  2.08290716e+00  7.30363810e+01
  2.48784255e+00  2.98501981e+00  3.01815123e+00  3.12587453e+00  3.12580889e+00  3.14333088e+00  3.14196712e+00  3.01815123e+00  2.98501981e+00  2.48784255e+00  8.35066529e+01
  2.92985862e+00  3.42122226e+00  3.45444556e+00  3.56196726e+00  3.56189617e+00  3.58030905e+00  3.57889368e+00  3.45444556e+00  3.42122226e+00  2.92985862e+00  9.47007505e+01
  3.40998851e+00  3.89558649e+00  3.92889540e+00  4.03623266e+00  4.03615750e+00  4.05549000e+00  4.05402061e+00  3.92889540e+00  3.89558649e+00  3.40998851e+00  1.06590454e+02
  3.92907763e+00  4.40894320e+00  4.44233903e+00  4.54948079e+00  4.54939959e+00  4.56968353e+00  4.56816012e+00  4.44233903e+00  4.40894320e+00  3.92907763e+00  1.19139130e+02
  4.48769459e+00  4.96188180e+00  4.99538200e+00  5.10231454e+00  5.10222852e+00  5.12350031e+00  5.12192088e+00  4.99538200e+00  4.96188180e+00  4.48769459e+00  1.32304551e+02
  5.08620736e+00  5.55475765e+00  5.58834205e+00  5.69509442e+00  5.69500241e+00  5.71728352e+00  5.71564809e+00  5.58834205e+00  5.55475765e+00  5.08620736e+00  1.46038520e+02
