PdfType: central
Format: lhagrid1
---
1.010390e-04 1.077500e-04 1.166980e-04 1.234100e-04 1.316060e-04 1.425360e-04 1.507330e-04 1.607440e-04 1.740940e-04 1.841060e-04 1.963340e-04 2.126380e-04 2.248670e-04 2.398030e-04 2.597170e-04 2.746540e-04 2.928960e-04 3.172200e-04 3.354630e-04 3.577440e-04 3.874530e-04 4.097350e-04 4.369490e-04 4.732360e-04 5.004510e-04 5.336910e-04 5.780120e-04 6.112530e-04 6.518520e-04 7.059860e-04 7.465860e-04 7.961740e-04 8.622930e-04 9.118820e-04 9.724510e-04 1.053210e-03 1.113780e-03 1.187750e-03 1.286390e-03 1.360370e-03 1.450720e-03 1.571200e-03 1.661560e-03 1.771920e-03 1.919060e-03 2.029430e-03 2.164220e-03 2.343950e-03 2.478750e-03 2.643390e-03 2.862910e-03 3.027550e-03 3.228640e-03 3.496760e-03 3.697860e-03 3.943470e-03 4.270960e-03 4.516580e-03 4.816570e-03 5.216560e-03 5.516560e-03 5.882970e-03 6.371530e-03 6.737950e-03 7.185490e-03 7.782210e-03 8.229750e-03 8.776360e-03 9.505180e-03 1.005180e-02 1.116450e-02 1.227730e-02 1.363640e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484720e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706770e-02 4.076220e-02 4.527460e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754180e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007600e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496510e-01 1.546380e-01 1.599680e-01 1.652990e-01 1.709960e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953860e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914810e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560160e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067950e-01 4.203500e-01 4.348390e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311140e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674480e-01 5.737530e-01 5.801990e-01 5.866460e-01 5.932370e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341340e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778510e-01 6.853830e-01 6.930830e-01 7.007840e-01 7.086570e-01 7.165310e-01 7.245810e-01 7.326320e-01 7.408630e-01 7.490950e-01 7.575110e-01 7.659280e-01 7.745330e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217740e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464870e-01 8.496230e-01 8.527810e-01 8.559400e-01 8.591210e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784260e-01 8.816800e-01 8.849570e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981650e-01 9.014920e-01 9.048430e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183480e-01 9.217500e-01 9.251760e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389840e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529990e-01 9.565290e-01 9.600840e-01 9.636400e-01 9.672220e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816580e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  0.00000000e+00  3.37358076e-02  2.00022967e-01  2.00012929e-01  2.06877281e-01  2.06124142e-01  3.37358076e-02  0.00000000e+00  0.00000000e+00  9.61080345e-02
  0.00000000e+00  3.93346884e-02  7.31136915e-02  2.38682735e-01  2.38669258e-01  2.46049370e-01  2.45258252e-01  7.31136915e-02  3.93346884e-02  0.00000000e+00  1.14894670e+00
  0.00000000e+00  9.00046567e-02  1.23826738e-01  2.88710428e-01  2.88693646e-01  2.96590697e-01  2.95762167e-01  1.23826738e-01  9.00046567e-02  0.00000000e+00  2.56888314e+00
  0.00000000e+00  1.52702284e-01  1.86568529e-01  3.50794127e-01  3.50773926e-01  3.59194401e-01  3.58328500e-01  1.86568529e-01  1.52702284e-01  0.00000000e+00  4.38546242e+00
  0.00000000e+00  2.28300106e-01  2.62208286e-01  4.25799954e-01  4.25776528e-01  4.34725638e-01  4.33822599e-01  2.62208286e-01  2.28300106e-01  0.00000000e+00  6.62801597e+00
  0.00000000e+00  3.17759456e-01  3.51712560e-01  5.14686673e-01  5.14659819e-01  5.24145495e-01  5.23205012e-01  3.51712560e-01  3.17759456e-01  0.00000000e+00  9.32432938e+00
  0.00000000e+00  4.22111400e-01  4.56107842e-01  6.18483804e-01  6.18453477e-01  6.28483782e-01  6.27505733e-01  4.56107842e-01  4.22111400e-01  0.00000000e+00  1.25003797e+01
  0.00000000e+00  5.42441666e-01  5.76483854e-01  7.38272005e-01  7.38238135e-01  7.48826635e-01  7.47810727e-01  5.76483854e-01  5.42441666e-01  0.00000000e+00  1.61802373e+01
  1.59838230e-01  6.95903117e-01  7.29995880e-01  8.91148041e-01  8.91110257e-01  9.02331073e-01  9.01273092e-01  7.29995880e-01  6.95903117e-01  1.59838230e-01  2.05623279e+01
  3.42617388e-01  8.72377200e-01  9.06519637e-01  1.06704727e+00  1.06700553e+00  1.07887929e+00  1.07777781e+00  9.06519637e-01  8.72377200e-01  3.42617388e-01  2.56053813e+01
  5.50103162e-01  1.07362183e+00  1.10782403e+00  1.26772610e+00  1.26767956e+00  1.28022641e+00  1.27908001e+00  1.10782403e+00  1.07362183e+00  5.50103162e-01  3.13379379e+01
  7.84123691e-01  1.30146946e+00  1.33572662e+00  1.49500090e+00  1.49494983e+00  1.50819685e+00  1.50700682e+00  1.33572662e+00  1.30146946e+00  7.84123691e-01  3.77828988e+01
  1.04648111e+00  1.55769326e+00  1.59201055e+00  1.75068160e+00  1.75062728e+00  1.76460424e+00  1.76336817e+00  1.59201055e+00  1.55769326e+00  1.04648111e+00  4.49577324e+01
  1.33892041e+00  1.84408590e+00  1.87845349e+00  2.03650837e+00  2.03644823e+00  2.05116561e+00  2.04988206e+00  1.87845349e+00  1.84408590e+00  1.33892041e+00  5.28728860e+01
  1.66308750e+00  2.16224944e+00  2.19666425e+00  2.35412051e+00  2.35405646e+00  2.36955457e+00  2.36822221e+00  2.19666425e+00  2.16224944e+00  1.66308750e+00  6.15321823e+01
  2.02056327e+00  2.51374788e+00  2.54825478e+00  2.70508267e+00  2.70501177e+00  2.72132633e+00  2.71994378e+00  2.54825478e+00  2.51374788e+00  2.02056327e+00  7.09318941e+01
  2.41275742e+00  2.90001943e+00  2.93458180e+00  3.09080903e+00  3.09073429e+00  3.10787919e+00  3.10644500e+00  2.93458180e+00  2.90001943e+00  2.41275742e+00  8.10613721e+01
  2.84091156e+00  3.32231895e+00  3.35695144e+00  3.51257153e+00  3.51248996e+00  3.53049329e+00  3.52900798e+00  3.35695144e+00  3.32231895e+00  2.84091156e+00  9.19023352e+01
  3.30615133e+00  3.78173683e+00  3.81642525e+00  3.97145552e+00  3.97136958e+00  3.99026018e+00  3.98872186e+00  3.81642525e+00  3.78173683e+00  3.30615133e+00  1.03430175e+02
  3.80934257e+00  4.27915175e+00  4.31389824e+00  4.46833207e+00  4.46824053e+00  4.48806846e+00  4.48647516e+00  4.31389824e+00  4.27915175e+00  3.80934257e+00  1.15612352e+02
