PdfType: central
Format: lhagrid1
---
1.010390e-04 1.077500e-04 1.166980e-04 1.234100e-04 1.316060e-04 1.425360e-04 1.507330e-04 1.607440e-04 1.740940e-04 1.841060e-04 1.963340e-04 2.126380e-04 2.248670e-04 2.398030e-04 2.597170e-04 2.746540e-04 2.928960e-04 3.172200e-04 3.354630e-04 3.577440e-04 3.874530e-04 4.097350e-04 4.369490e-04 4.732360e-04 5.004510e-04 5.336910e-04 5.780120e-04 6.112530e-04 6.518520e-04 7.059860e-04 7.465860e-04 7.961740e-04 8.622930e-04 9.118820e-04 9.724510e-04 1.053210e-03 1.113780e-03 1.187750e-03 1.286390e-03 1.360370e-03 1.450720e-03 1.571200e-03 1.661560e-03 1.771920e-03 1.919060e-03 2.029430e-03 2.164220e-03 2.343950e-03 2.478750e-03 2.643390e-03 2.862910e-03 3.027550e-03 3.228640e-03 3.496760e-03 3.697860e-03 3.943470e-03 4.270960e-03 4.516580e-03 4.816570e-03 5.216560e-03 5.516560e-03 5.882970e-03 6.371530e-03 6.737950e-03 7.185490e-03 7.782210e-03 8.229750e-03 8.776360e-03 9.505180e-03 1.005180e-02 1.116450e-02 1.227730e-02 1.363640e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484720e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706770e-02 4.076220e-02 4.527460e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754180e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007600e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496510e-01 1.546380e-01 1.599680e-01 1.652990e-01 1.709960e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953860e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914810e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560160e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067950e-01 4.203500e-01 4.348390e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311140e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674480e-01 5.737530e-01 5.801990e-01 5.866460e-01 5.932370e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341340e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778510e-01 6.853830e-01 6.930830e-01 7.007840e-01 7.086570e-01 7.165310e-01 7.245810e-01 7.326320e-01 7.408630e-01 7.490950e-01 7.575110e-01 7.659280e-01 7.745330e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217740e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464870e-01 8.496230e-01 8.527810e-01 8.559400e-01 8.591210e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784260e-01 8.816800e-01 8.849570e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981650e-01 9.014920e-01 9.048430e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183480e-01 9.217500e-01 9.251760e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389840e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529990e-01 9.565290e-01 9.600840e-01 9.636400e-01 9.672220e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816580e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  0.00000000e+00  8.39924024e-02  2.32666632e-01  2.32654781e-01  2.38417795e-01  2.37769332e-01  8.39924024e-02  0.00000000e+00  0.00000000e+00  1.42314294e-01
  0.00000000e+00  4.38820808e-02  1.27145076e-01  2.74450680e-01  2.74435722e-01  2.80703663e-01  2.80016684e-01  1.27145076e-01  4.38820808e-02  0.00000000e+00  1.31634669e+00
  0.00000000e+00  9.98100373e-02  1.82382082e-01  3.28389177e-01  3.28371049e-01  3.35147930e-01  3.34422846e-01  1.82382082e-01  9.98100373e-02  0.00000000e+00  2.88165413e+00
  0.00000000e+00  1.68479610e-01  2.50392646e-01  3.95159380e-01  3.95138210e-01  4.02429583e-01  4.01666235e-01  2.50392646e-01  1.68479610e-01  0.00000000e+00  4.86679241e+00
  0.00000000e+00  2.50772132e-01  3.32054516e-01  4.75626925e-01  4.75602780e-01  4.83415326e-01  4.82613782e-01  3.32054516e-01  2.50772132e-01  0.00000000e+00  7.29991177e+00
  0.00000000e+00  3.47652567e-01  4.28328478e-01  5.70749028e-01  5.70721703e-01  5.79064030e-01  5.78224061e-01  4.28328478e-01  3.47652567e-01  0.00000000e+00  1.02075243e+01
  0.00000000e+00  4.60161559e-01  5.40248384e-01  6.81552731e-01  6.81522317e-01  6.90406664e-01  6.89527961e-01  5.40248384e-01  4.60161559e-01  0.00000000e+00  1.36142311e+01
  0.00000000e+00  5.89387664e-01  6.68905465e-01  8.09123034e-01  8.09089250e-01  8.18526427e-01  8.17608577e-01  6.68905465e-01  5.89387664e-01  0.00000000e+00  1.75424701e+01
  1.71141753e-01  7.53576821e-01  8.32489518e-01  9.71539309e-01  9.71501812e-01  9.81567347e-01  9.80605725e-01  8.32489518e-01  7.53576821e-01  1.71141753e-01  2.21968569e+01
  3.66133772e-01  9.41693788e-01  1.02001028e+00  1.15791801e+00  1.15787701e+00  1.16859302e+00  1.16758667e+00  1.02001028e+00  9.41693788e-01  3.66133772e-01  2.75297605e+01
  5.86726945e-01  1.15549336e+00  1.23321642e+00  1.37000363e+00  1.36995879e+00  1.38134895e+00  1.38029683e+00  1.23321642e+00  1.15549336e+00  5.86726945e-01  3.35671868e+01
  8.34733910e-01  1.39677122e+00  1.47391414e+00  1.60959156e+00  1.60954259e+00  1.62162816e+00  1.62052911e+00  1.47391414e+00  1.39677122e+00  8.34733910e-01  4.03291074e+01
  1.11191633e+00  1.66727805e+00  1.74386237e+00  1.87843784e+00  1.87838465e+00  1.89120290e+00  1.89005384e+00  1.74386237e+00  1.66727805e+00  1.11191633e+00  4.78298712e+01
  1.41996863e+00  1.96871822e+00  2.04476893e+00  2.17824211e+00  2.17818426e+00  2.19176171e+00  2.19056402e+00  2.04476893e+00  1.96871822e+00  1.41996863e+00  5.60766553e+01
  1.76050346e+00  2.30272313e+00  2.37819881e+00  2.51061740e+00  2.51055523e+00  2.52489880e+00  2.52364920e+00  2.37819881e+00  2.30272313e+00  1.76050346e+00  6.50697921e+01
  2.13499579e+00  2.67072311e+00  2.74566712e+00  2.87702005e+00  2.87695286e+00  2.89211550e+00  2.89081425e+00  2.74566712e+00  2.67072311e+00  2.13499579e+00  7.48018344e+01
  2.54478914e+00  3.07407673e+00  3.14849362e+00  3.27879950e+00  3.27872872e+00  3.29473793e+00  3.29338302e+00  3.14849362e+00  3.07407673e+00  2.54478914e+00  8.52589321e+01
  2.99108411e+00  3.51397995e+00  3.58788718e+00  3.71714434e+00  3.71706827e+00  3.73394368e+00  3.73253421e+00  3.58788718e+00  3.51397995e+00  2.99108411e+00  9.64191480e+01
  3.47485291e+00  3.99140150e+00  4.06478288e+00  4.19304090e+00  4.19295951e+00  4.21072206e+00  4.20925535e+00  4.06478288e+00  3.99140150e+00  3.47485291e+00  1.08253878e+02
  3.99686589e+00  4.50712505e+00  4.57998973e+00  4.70725122e+00  4.70716507e+00  4.72586391e+00  4.72434085e+00  4.57998973e+00  4.50712505e+00  3.99686589e+00  1.20727580e+02
  4.55767263e+00  5.06168605e+00  5.13407620e+00  5.26032505e+00  5.26023314e+00  5.27990082e+00  5.27831824e+00  5.13407620e+00  5.06168605e+00  4.55767263e+00  1.33801066e+02
  5.15761006e+00  5.65542871e+00  5.72733167e+00  5.85259446e+00  5.85249652e+00  5.87315342e+00  5.87151085e+00  5.72733167e+00  5.65542871e+00  5.15761006e+00  1.47422555e+02
  5.79671595e+00  6.28837656e+00  6.35979359e+00  6.48409764e+00  6.48399510e+00  6.50568491e+00  6.50398004e+00  6.35979359e+00  6.28837656e+00  5.79671595e+00  1.61542363e+02
  0.00000000e+00  0.00000000e+00  8.31272203e-02  2.30245290e-01  2.30232810e-01  2.36222913e-01  2.35551423e-01  8.31272203e-02  0.00000000e+00  0.00000000e+00  1.47885191e-01
  0.00000000e+00  4.36042680e-02  1.26013224e-01  2.71779671e-01  2.71763925e-01  2.78278110e-01  2.77566924e-01  1.26013224e-01  4.36042680e-02  0.00000000e+00  1.31631954e+00
  0.00000000e+00  9.90118721e-02  1.80741290e-01  3.25225524e-01  3.25206455e-01  3.32248312e-01  3.31497847e-01  1.80741290e-01  9.90118721e-02  0.00000000e+00  2.86851529e+00
  0.00000000e+00  1.66884151e-01  2.47965023e-01  3.91225051e-01  3.91202859e-01  3.98778326e-01  3.97988389e-01  2.47965023e-01  1.66884151e-01  0.00000000e+00  4.83126953e+00
  0.00000000e+00  2.48062618e-01  3.28523181e-01  4.70603887e-01  4.70578600e-01  4.78694511e-01  4.77865245e-01  3.28523181e-01  2.48062618e-01  0.00000000e+00  7.23089844e+00
  0.00000000e+00  3.43466383e-01  4.23330547e-01  5.64274931e-01  5.64246388e-01  5.72911343e-01  5.72042544e-01  4.23330547e-01  3.43466383e-01  0.00000000e+00  1.00920652e+01
  0.00000000e+00  4.54088358e-01  5.33373864e-01  6.73216809e-01  6.73185066e-01  6.82411420e-01  6.81502733e-01  5.33373864e-01  4.54088358e-01  0.00000000e+00  1.34375475e+01
  0.00000000e+00  5.80965009e-01  6.59691626e-01  7.98461914e-01  7.98426664e-01  8.08225884e-01  8.07276873e-01  6.59691626e-01  5.80965009e-01  0.00000000e+00  1.72879005e+01
  1.67861233e-01  7.41941398e-01  8.20074035e-01  9.57695236e-01  9.57656131e-01  9.68103906e-01  9.67109877e-01  8.20074035e-01  7.41941398e-01  1.67861233e-01  2.18408647e+01
  3.58843664e-01  9.26119627e-01  1.00366550e+00  1.14015845e+00  1.14011553e+00  1.15123641e+00  1.15019629e+00  1.00366550e+00  9.26119627e-01  3.58843664e-01  2.70479409e+01
