PdfType: central
Format: lhagrid1
---
1.010390e-04 1.077500e-04 1.166980e-04 1.234100e-04 1.316060e-04 1.425360e-04 1.507330e-04 1.607440e-04 1.740940e-04 1.841060e-04 1.963340e-04 2.126380e-04 2.248670e-04 2.398030e-04 2.597170e-04 2.746540e-04 2.928960e-04 3.172200e-04 3.354630e-04 3.577440e-04 3.874530e-04 4.097350e-04 4.369490e-04 4.732360e-04 5.004510e-04 5.336910e-04 5.780120e-04 6.112530e-04 6.518520e-04 7.059860e-04 7.465860e-04 7.961740e-04 8.622930e-04 9.118820e-04 9.724510e-04 1.053210e-03 1.113780e-03 1.187750e-03 1.286390e-03 1.360370e-03 1.450720e-03 1.571200e-03 1.661560e-03 1.771920e-03 1.919060e-03 2.029430e-03 2.164220e-03 2.343950e-03 2.478750e-03 2.643390e-03 2.862910e-03 3.027550e-03 3.228640e-03 3.496760e-03 3.697860e-03 3.943470e-03 4.270960e-03 4.516580e-03 4.816570e-03 5.216560e-03 5.516560e-03 5.882970e-03 6.371530e-03 6.737950e-03 7.185490e-03 7.782210e-03 8.229750e-03 8.776360e-03 9.505180e-03 1.005180e-02 1.116450e-02 1.227730e-02 1.363640e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484720e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706770e-02 4.076220e-02 4.527460e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754180e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007600e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496510e-01 1.546380e-01 1.599680e-01 1.652990e-01 1.709960e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953860e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914810e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560160e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067950e-01 4.203500e-01 4.348390e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311140e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674480e-01 5.737530e-01 5.801990e-01 5.866460e-01 5.932370e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341340e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778510e-01 6.853830e-01 6.930830e-01 7.007840e-01 7.086570e-01 7.165310e-01 7.245810e-01 7.326320e-01 7.408630e-01 7.490950e-01 7.575110e-01 7.659280e-01 7.745330e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217740e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464870e-01 8.496230e-01 8.527810e-01 8.559400e-01 8.591210e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784260e-01 8.816800e-01 8.849570e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981650e-01 9.014920e-01 9.048430e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183480e-01 9.217500e-01 9.251760e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389840e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529990e-01 9.565290e-01 9.600840e-01 9.636400e-01 9.672220e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816580e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  0.00000000e+00  6.92407155e-02  1.96132431e-01  1.96122420e-01  2.01577148e-01  2.01086298e-01  6.92407155e-02  0.00000000e+00  0.00000000e+00  4.62223158e-02
  0.00000000e+00  3.79104456e-02  1.06647862e-01  2.32542734e-01  2.32529984e-01  2.38495035e-01  2.37973997e-01  1.06647862e-01  3.79104456e-02  0.00000000e+00  1.05558480e+00
  0.00000000e+00  8.70815360e-02  1.55342927e-01  2.80293068e-01  2.80277486e-01  2.86753956e-01  2.86203120e-01  1.55342927e-01  8.70815360e-02  0.00000000e+00  2.43075130e+00
  0.00000000e+00  1.48222106e-01  2.16030353e-01  3.40077124e-01  3.40058691e-01  3.47053533e-01  3.46472806e-01  2.16030353e-01  1.48222106e-01  0.00000000e+00  4.20225163e+00
  0.00000000e+00  2.22218790e-01  2.89592698e-01  4.12770156e-01  4.12748993e-01  4.20270866e-01  4.19660214e-01  2.89592698e-01  2.22218790e-01  0.00000000e+00  6.40032970e+00
  0.00000000e+00  3.10046285e-01  3.77002212e-01  4.99342449e-01  4.99318281e-01  5.07374352e-01  5.06733490e-01  3.77002212e-01  3.10046285e-01  0.00000000e+00  9.05356354e+00
  0.00000000e+00  4.12752041e-01  4.79304619e-01  6.00833289e-01  6.00806235e-01  6.09408700e-01  6.08737387e-01  4.79304619e-01  4.12752041e-01  0.00000000e+00  1.21887847e+01
  0.00000000e+00  5.31437125e-01  5.97600677e-01  7.18338505e-01  7.18308386e-01  7.27469734e-01  7.26767587e-01  5.97600677e-01  5.31437125e-01  0.00000000e+00  1.58306469e+01
  1.57811794e-01  6.83088906e-01  7.48836306e-01  8.68723764e-01  8.68690282e-01  8.78484796e-01  8.77747894e-01  7.48836306e-01  6.83088906e-01  1.57811794e-01  2.01781110e+01
  3.38603204e-01  8.57791649e-01  9.23131426e-01  1.04218675e+00  1.04214982e+00  1.05259928e+00  1.05182684e+00  9.23131426e-01  8.57791649e-01  3.38603204e-01  2.51913623e+01
  5.44164584e-01  1.05732333e+00  1.12227404e+00  1.24050058e+00  1.24045954e+00  1.25158912e+00  1.25078102e+00  1.12227404e+00  1.05732333e+00  5.44164584e-01  3.08989360e+01
  7.76349777e-01  1.28355342e+00  1.34808588e+00  1.46552533e+00  1.46548217e+00  1.47731381e+00  1.47646735e+00  1.34808588e+00  1.28355342e+00  7.76349777e-01  3.73249258e+01
  1.03698410e+00  1.53827359e+00  1.60243438e+00  1.71906694e+00  1.71901830e+00  1.73158541e+00  1.73070060e+00  1.60243438e+00  1.53827359e+00  1.03698410e+00  4.44868676e+01
  1.32782704e+00  1.82327210e+00  1.88706077e+00  2.00289396e+00  2.00284175e+00  2.01617226e+00  2.01524819e+00  1.88706077e+00  1.82327210e+00  1.32782704e+00  5.23959026e+01
  1.65059094e+00  2.14022750e+00  2.20363494e+00  2.31869008e+00  2.31863355e+00  2.33275533e+00  2.33178938e+00  2.20363494e+00  2.14022750e+00  1.65059094e+00  6.10559562e+01
  2.00681221e+00  2.49069029e+00  2.55373866e+00  2.66802861e+00  2.66796734e+00  2.68291285e+00  2.68190619e+00  2.55373866e+00  2.49069029e+00  2.00681221e+00  7.04635484e+01
  2.39795806e+00  2.87612761e+00  2.93882388e+00  3.05235057e+00  3.05228498e+00  3.06808096e+00  3.06703206e+00  2.93882388e+00  2.87612761e+00  2.39795806e+00  8.06074640e+01
  2.82529606e+00  3.29782451e+00  3.36015814e+00  3.47294562e+00  3.47287488e+00  3.48952977e+00  3.48843686e+00  3.36015814e+00  3.29782451e+00  2.82529606e+00  9.14710079e+01
  3.28997661e+00  3.75685700e+00  3.81885521e+00  3.93089807e+00  3.93082380e+00  3.94839233e+00  3.94725366e+00  3.81885521e+00  3.75685700e+00  3.28997661e+00  1.03027392e+02
  3.79284560e+00  4.25416222e+00  4.31581528e+00  4.42712256e+00  4.42704331e+00  4.44556155e+00  4.44437615e+00  4.31581528e+00  4.25416222e+00  3.79284560e+00  1.15244136e+02
