PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-005   1.2045035402587824E-005   1.4508287784959399E-005   1.7475284000076841E-005   2.1049041445120205E-005   2.5353644939701121E-005   3.0538555088334155E-005   3.6783797718286335E-005   4.4306214575838820E-005   5.3366992312063096E-005   6.4280731172843206E-005   7.7426368268112701E-005   9.3260334688321990E-005   1.1233240329780277E-004   1.3530477745798069E-004   1.6297508346206443E-004   1.9630406500402715E-004   2.3644894126454075E-004   2.8480358684358022E-004   3.4304692863149175E-004   4.1320124001153368E-004   4.9770235643321122E-004   5.9948425031894099E-004   7.2208090183854638E-004   8.6974900261778355E-004   1.0476157527896652E-003   1.2618568830660211E-003   1.5199110829529332E-003   1.8307382802953678E-003   2.2051307399030455E-003   2.6560877829466872E-003   3.1992671377973850E-003   3.8535285937105314E-003   4.6415888336127781E-003   5.5908101825122231E-003   6.7341506577508212E-003   8.1113083078968740E-003   9.7700995729922569E-003   1.1768119524349981E-002   1.4174741629268050E-002   1.7073526474706908E-002   2.0565123083486517E-002   2.4770763559917114E-002   2.9836472402833405E-002   3.5938136638046264E-002   4.3287612810830572E-002   5.2140082879996850E-002   6.2802914418342543E-002   7.5646332755462911E-002   9.1116275611548961E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
   1.0000000000500000        1.0501146185291783        1.1046444104904334        1.1640826282105659        1.2289889720926521        1.3000000000000000     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  5.3805089E-06  1.2454937E-01  3.9506321E-01  4.4445811E-01 -1.7100404E-01  4.4504626E-01  3.9593653E-01  1.2454937E-01  5.3805089E-06  0.0000000E+00
 0.0000000E+00  5.9333062E-06  1.3499903E-01  4.2381072E-01  4.7642213E-01 -1.6864315E-01  4.7705766E-01  4.2475685E-01  1.3499903E-01  5.9333062E-06  0.0000000E+00
 0.0000000E+00  6.5655082E-06  1.4592149E-01  4.5171024E-01  5.0723774E-01 -1.6030136E-01  5.0792173E-01  4.5273206E-01  1.4592149E-01  6.5655082E-06  0.0000000E+00
 0.0000000E+00  7.2910650E-06  1.5704571E-01  4.7709991E-01  5.3497654E-01 -1.4528013E-01  5.3570831E-01  4.7819811E-01  1.5704571E-01  7.2910650E-06  0.0000000E+00
 0.0000000E+00  8.1267953E-06  1.6794637E-01  4.9771317E-01  5.5702862E-01 -1.2381371E-01  5.5780480E-01  4.9888491E-01  1.6794637E-01  8.1267953E-06  0.0000000E+00
 0.0000000E+00  9.0930599E-06  1.7799792E-01  5.1064055E-01  5.7007363E-01 -9.7485127E-02  5.7088706E-01  5.1187774E-01  1.7799792E-01  9.0930599E-06  0.0000000E+00
 0.0000000E+00  5.2843097E-06  1.2009559E-01  3.8137710E-01  4.2606031E-01 -1.8130612E-01  4.2672139E-01  3.8237700E-01  1.2009559E-01  5.2843097E-06  0.0000000E+00
 0.0000000E+00  5.8272234E-06  1.3020185E-01  4.0912943E-01  4.5675411E-01 -1.7880301E-01  4.5746933E-01  4.1021209E-01  1.3020185E-01  5.8272234E-06  0.0000000E+00
 0.0000000E+00  6.4481222E-06  1.4078072E-01  4.3606356E-01  4.8637421E-01 -1.6995867E-01  4.8714527E-01  4.3723198E-01  1.4078072E-01  6.4481222E-06  0.0000000E+00
 0.0000000E+00  7.1607066E-06  1.5157714E-01  4.6057535E-01  5.1308023E-01 -1.5403249E-01  5.1390696E-01  4.6182992E-01  1.5157714E-01  7.1607066E-06  0.0000000E+00
 0.0000000E+00  7.9814947E-06  1.6218881E-01  4.8047699E-01  5.3437860E-01 -1.3127283E-01  5.3525798E-01  4.8181396E-01  1.6218881E-01  7.9814947E-06  0.0000000E+00
