PdfType: replica
Format: lhagrid1
---
   1.0000000000000001E-005   1.2045035402587824E-005   1.4508287784959399E-005   1.7475284000076841E-005   2.1049041445120205E-005   2.5353644939701121E-005   3.0538555088334155E-005   3.6783797718286335E-005   4.4306214575838820E-005   5.3366992312063096E-005   6.4280731172843206E-005   7.7426368268112701E-005   9.3260334688321990E-005   1.1233240329780277E-004   1.3530477745798069E-004   1.6297508346206443E-004   1.9630406500402715E-004   2.3644894126454075E-004   2.8480358684358022E-004   3.4304692863149175E-004   4.1320124001153368E-004   4.9770235643321122E-004   5.9948425031894099E-004   7.2208090183854638E-004   8.6974900261778355E-004   1.0476157527896652E-003   1.2618568830660211E-003   1.5199110829529332E-003   1.8307382802953678E-003   2.2051307399030455E-003   2.6560877829466872E-003   3.1992671377973850E-003   3.8535285937105314E-003   4.6415888336127781E-003   5.5908101825122231E-003   6.7341506577508212E-003   8.1113083078968740E-003   9.7700995729922569E-003   1.1768119524349981E-002   1.4174741629268050E-002   1.7073526474706908E-002   2.0565123083486517E-002   2.4770763559917114E-002   2.9836472402833405E-002   3.5938136638046264E-002   4.3287612810830572E-002   5.2140082879996850E-002   6.2802914418342543E-002   7.5646332755462911E-002   9.1116275611548961E-002  0.10000000000000001       0.11836734693877551       0.13673469387755102       0.15510204081632653       0.17346938775510204       0.19183673469387758       0.21020408163265308       0.22857142857142856       0.24693877551020407       0.26530612244897961       0.28367346938775512       0.30204081632653063       0.32040816326530613       0.33877551020408170       0.35714285714285710       0.37551020408163271       0.39387755102040811       0.41224489795918373       0.43061224489795924       0.44897959183673475       0.46734693877551026       0.48571428571428565       0.50408163265306127       0.52244897959183678       0.54081632653061229       0.55918367346938780       0.57755102040816331       0.59591836734693870       0.61428571428571421       0.63265306122448983       0.65102040816326534       0.66938775510204085       0.68775510204081625       0.70612244897959175       0.72448979591836737       0.74285714285714288       0.76122448979591839       0.77959183673469379       0.79795918367346941       0.81632653061224492       0.83469387755102042       0.85306122448979593       0.87142857142857133       0.88979591836734695       0.90816326530612246       0.92653061224489797       0.94489795918367347       0.96326530612244898       0.98163265306122449        1.0000000000000000     
   1.0000000000500000        1.0539169840047597        1.1129527505696621        1.1777244667452262        1.2489391506600780        1.3274089028218867        1.4140690735698853        1.5099999999999998     
  -5 -4 -3 -2 -1 21  1  2  3  4  5
 0.0000000E+00  0.0000000E+00  9.9898750E-02  1.5208371E-01  1.6780715E-01 -3.3683844E+06  1.6938170E-01  1.5384341E-01  9.9560183E-02  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.1138174E-01  1.6868815E-01  1.8609682E-01 -6.5683832E+05  1.8784262E-01  1.7063929E-01  1.1100470E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.2469432E-01  1.8754217E-01  2.0678041E-01 -6.5560808E+04  2.0871587E-01  1.8970544E-01  1.2427398E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.4018382E-01  2.0890439E-01  2.3008247E-01 -2.7478294E+03  2.3222514E-01  2.1129958E-01  1.3971518E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  0.0000000E+00  1.5826934E-01  2.3301173E-01  2.5617073E-01 -3.7407734E+01  2.5853515E-01  2.3565535E-01  1.5774757E-01  0.0000000E+00  0.0000000E+00
 0.0000000E+00  6.6279248E-08  1.7916768E-01  2.5977863E-01  2.8480114E-01  9.1298256E-01  2.8739277E-01  2.6267679E-01  1.7858975E-01  6.6139934E-08  0.0000000E+00
 0.0000000E+00  9.6554147E-07  2.0349657E-01  2.8964036E-01  3.1637579E-01  2.1330223E+00  3.1919148E-01  2.9278650E-01  2.0286135E-01  9.6390751E-07  0.0000000E+00
 0.0000000E+00  2.2598761E-05  2.3165074E-01  3.2312410E-01  3.5101854E-01  2.6760602E+00  3.5403824E-01  3.2649488E-01  2.3096192E-01  2.2573694E-05  0.0000000E+00
 0.0000000E+00  3.9426933E-08  9.7769617E-02  1.4986628E-01  1.6471194E-01 -7.2965126E+05  1.6641853E-01  1.5177081E-01  9.7415796E-02  3.9267151E-08  0.0000000E+00
 0.0000000E+00  4.7028286E-08  1.0900331E-01  1.6620731E-01  1.8265645E-01 -1.6703917E+05  1.8454844E-01  1.6831921E-01  1.0860928E-01  4.6838738E-08  0.0000000E+00
 0.0000000E+00  6.7522151E-08  1.2201156E-01  1.8472794E-01  2.0292331E-01 -2.0854152E+04  2.0502046E-01  1.8706961E-01  1.2157230E-01  6.7255281E-08  0.0000000E+00
 0.0000000E+00  1.2468184E-07  1.3712250E-01  2.0565856E-01  2.2571375E-01 -1.1873908E+03  2.2803480E-01  2.0825147E-01  1.3663280E-01  1.2420822E-07  0.0000000E+00
 0.0000000E+00  3.2439827E-07  1.5472738E-01  2.2919524E-01  2.5116302E-01 -2.4438453E+01  2.5372330E-01  2.3205726E-01  1.5418224E-01  3.2324853E-07  0.0000000E+00
 0.0000000E+00  2.8617824E-08  1.7501052E-01  2.5520090E-01  2.7899165E-01  7.7593075E-01  2.8179675E-01  2.5833863E-01  1.7440681E-01  2.8544353E-08  0.0000000E+00
 0.0000000E+00  4.5760849E-07  1.9857289E-01  2.8409230E-01  3.0947396E-01  1.9205981E+00  3.1252034E-01  2.8749821E-01  1.9790933E-01  4.5667587E-07  0.0000000E+00
 0.0000000E+00  1.2788423E-05  2.2574108E-01  3.1624699E-01  3.4274447E-01  2.4369976E+00  3.4601205E-01  3.1989431E-01  2.2502138E-01  1.2771529E-05  0.0000000E+00
