PdfType: central
Format: lhagrid1
---
1.010390e-04 1.077500e-04 1.166980e-04 1.234100e-04 1.316060e-04 1.425360e-04 1.507330e-04 1.607440e-04 1.740940e-04 1.841060e-04 1.963340e-04 2.126380e-04 2.248670e-04 2.398030e-04 2.597170e-04 2.746540e-04 2.928960e-04 3.172200e-04 3.354630e-04 3.577440e-04 3.874530e-04 4.097350e-04 4.369490e-04 4.732360e-04 5.004510e-04 5.336910e-04 5.780120e-04 6.112530e-04 6.518520e-04 7.059860e-04 7.465860e-04 7.961740e-04 8.622930e-04 9.118820e-04 9.724510e-04 1.053210e-03 1.113780e-03 1.187750e-03 1.286390e-03 1.360370e-03 1.450720e-03 1.571200e-03 1.661560e-03 1.771920e-03 1.919060e-03 2.029430e-03 2.164220e-03 2.343950e-03 2.478750e-03 2.643390e-03 2.862910e-03 3.027550e-03 3.228640e-03 3.496760e-03 3.697860e-03 3.943470e-03 4.270960e-03 4.516580e-03 4.816570e-03 5.216560e-03 5.516560e-03 5.882970e-03 6.371530e-03 6.737950e-03 7.185490e-03 7.782210e-03 8.229750e-03 8.776360e-03 9.505180e-03 1.005180e-02 1.116450e-02 1.227730e-02 1.363640e-02 1.499560e-02 1.665560e-02 1.831560e-02 2.034320e-02 2.237080e-02 2.484720e-02 2.732370e-02 3.034850e-02 3.337330e-02 3.706770e-02 4.076220e-02 4.527460e-02 4.978710e-02 5.529860e-02 6.081010e-02 6.754180e-02 7.427360e-02 8.249580e-02 9.071800e-02 1.007600e-01 1.108030e-01 1.230690e-01 1.353350e-01 1.400000e-01 1.446650e-01 1.496510e-01 1.546380e-01 1.599680e-01 1.652990e-01 1.709960e-01 1.766940e-01 1.827850e-01 1.888760e-01 1.953860e-01 2.018970e-01 2.088560e-01 2.158150e-01 2.232540e-01 2.306930e-01 2.386450e-01 2.465970e-01 2.550970e-01 2.635970e-01 2.726830e-01 2.817690e-01 2.914810e-01 3.011940e-01 3.115760e-01 3.219580e-01 3.330560e-01 3.441540e-01 3.560160e-01 3.678790e-01 3.805600e-01 3.932410e-01 4.067950e-01 4.203500e-01 4.348390e-01 4.493290e-01 4.648170e-01 4.803050e-01 4.968610e-01 5.134170e-01 5.311140e-01 5.488120e-01 5.549780e-01 5.611440e-01 5.674480e-01 5.737530e-01 5.801990e-01 5.866460e-01 5.932370e-01 5.998290e-01 6.065680e-01 6.133070e-01 6.201980e-01 6.270890e-01 6.341340e-01 6.411800e-01 6.483840e-01 6.555880e-01 6.629540e-01 6.703200e-01 6.778510e-01 6.853830e-01 6.930830e-01 7.007840e-01 7.086570e-01 7.165310e-01 7.245810e-01 7.326320e-01 7.408630e-01 7.490950e-01 7.575110e-01 7.659280e-01 7.745330e-01 7.831390e-01 7.919380e-01 8.007370e-01 8.097340e-01 8.187310e-01 8.217740e-01 8.248180e-01 8.278840e-01 8.309500e-01 8.340390e-01 8.371280e-01 8.402400e-01 8.433520e-01 8.464870e-01 8.496230e-01 8.527810e-01 8.559400e-01 8.591210e-01 8.623030e-01 8.655090e-01 8.687150e-01 8.719440e-01 8.751730e-01 8.784260e-01 8.816800e-01 8.849570e-01 8.882350e-01 8.915370e-01 8.948390e-01 8.981650e-01 9.014920e-01 9.048430e-01 9.081950e-01 9.115710e-01 9.149470e-01 9.183480e-01 9.217500e-01 9.251760e-01 9.286030e-01 9.320550e-01 9.355070e-01 9.389840e-01 9.424620e-01 9.459660e-01 9.494700e-01 9.529990e-01 9.565290e-01 9.600840e-01 9.636400e-01 9.672220e-01 9.708050e-01 9.744140e-01 9.780230e-01 9.816580e-01 9.852940e-01 9.889570e-01 9.926200e-01 9.963100e-01 1.000000e+00
5.000000e-01 1.000000e+00 1.300000e+00 1.494260e+00 1.736730e+00 2.042900e+00 2.434360e+00 2.941690e+00 3.608810e+00 4.500000e+00 5.866040e+00 7.828770e+00 1.071920e+01 1.509180e+01 2.190300e+01 3.285630e+01 5.109270e+01 8.262520e+01 1.394400e+02 2.465070e+02 4.583780e+02 9.005800e+02 1.878640e+03 4.183110e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
  0.00000000e+00  0.00000000e+00  3.28305100e-03  2.57796948e-02  2.46506848e-02  2.59563270e-02  2.88870944e-02  3.25131150e-03  0.00000000e+00  0.00000000e+00 -2.72081169e-04
  0.00000000e+00  0.00000000e+00  1.53516917e-02  8.68754797e-02  8.52687178e-02  8.93990424e-02  9.67115487e-02  1.52212921e-02  0.00000000e+00  0.00000000e+00 -1.71171132e-03
  0.00000000e+00  0.00000000e+00  4.67121994e-02  1.27554712e-01  1.29374128e-01  1.34535953e-01  1.39648432e-01  4.63960522e-02  0.00000000e+00  0.00000000e+00  7.61683997e-02
  0.00000000e+00  2.11279098e-03  8.92074518e-02  1.65831461e-01  1.69819186e-01  1.75741718e-01  1.79408748e-01  8.86829608e-02  2.11279108e-03  0.00000000e+00  1.12616982e+00
  0.00000000e+00  5.13911319e-02  1.43491489e-01  2.14328316e-01  2.20518884e-01  2.27221264e-01  2.29353734e-01  1.42755428e-01  5.13911315e-02  0.00000000e+00  2.44499101e+00
  0.00000000e+00  1.19099784e-01  2.10853177e-01  2.75678637e-01  2.84334019e-01  2.91807896e-01  2.92155543e-01  2.09915699e-01  1.19099785e-01  0.00000000e+00  4.13288807e+00
  0.00000000e+00  2.00192962e-01  2.92057477e-01  3.51058462e-01  3.62343310e-01  3.70555752e-01  3.68959805e-01  2.90935145e-01  2.00192961e-01  0.00000000e+00  6.23537151e+00
  0.00000000e+00  2.95445019e-01  3.87805428e-01  4.41427243e-01  4.55382249e-01  4.64291528e-01  4.60702023e-01  3.86516884e-01  2.95445014e-01  0.00000000e+00  8.78972203e+00
 -1.64255324e-06  4.05776924e-01  4.98908295e-01  5.47731294e-01  5.64304745e-01  5.73865653e-01  5.68319850e-01  4.97471678e-01  4.05776929e-01 -1.64255324e-06  1.18325335e+01
  3.91590142e-07  5.32303579e-01  6.26386971e-01  6.71043765e-01  6.90118979e-01  7.00289121e-01  6.92886167e-01  6.24819014e-01  5.32303581e-01  3.91590142e-07  1.53805799e+01
  1.34134164e-01  6.88024729e-01  7.84253801e-01  8.25121740e-01  8.46553617e-01  8.57353599e-01  8.48255328e-01  7.82556536e-01  6.88024743e-01  1.34134169e-01  1.97009203e+01
  3.21251656e-01  8.65254746e-01  9.63703584e-01  1.00149104e+00  1.02505233e+00  1.03645634e+00  1.02587292e+00  9.61891320e-01  8.65254751e-01  3.21251653e-01  2.46459147e+01
  5.31469058e-01  1.06787659e+00  1.16815600e+00  1.20338125e+00  1.22898588e+00  1.24096384e+00  1.22898514e+00  1.16623992e+00  1.06787659e+00  5.31469058e-01  3.02952893e+01
  7.68292396e-01  1.29761655e+00  1.39944107e+00  1.43255070e+00  1.46008359e+00  1.47261680e+00  1.45934686e+00  1.39743095e+00  1.29761655e+00  7.68292396e-01  3.66773335e+01
  1.03376221e+00  1.55624325e+00  1.65937928e+00  1.69072769e+00  1.72011193e+00  1.73318579e+00  1.71870951e+00  1.65728287e+00  1.55624321e+00  1.03376216e+00  4.38156382e+01
  1.32960597e+00  1.84538691e+00  1.94966412e+00  1.97956447e+00  2.01066797e+00  2.02427994e+00  2.00873079e+00  1.94748817e+00  1.84538690e+00  1.32960598e+00  5.17214916e+01
  1.65760660e+00  2.16677752e+00  2.27206915e+00  2.30074721e+00  2.33350068e+00  2.34763585e+00  2.33110093e+00  2.26981913e+00  2.16677747e+00  1.65760660e+00  6.04047465e+01
  2.01919582e+00  2.52183858e+00  2.62801452e+00  2.65570019e+00  2.69001515e+00  2.70465626e+00  2.68723829e+00  2.62569542e+00  2.52183849e+00  2.01919578e+00  6.98591086e+01
  2.41585668e+00  2.91206975e+00  3.01901966e+00  3.04589717e+00  3.08168183e+00  3.09683717e+00  3.07863286e+00  3.01663590e+00  2.91206975e+00  2.41585670e+00  8.00765307e+01
  2.84889652e+00  3.33874252e+00  3.44639051e+00  3.47260561e+00  3.50975962e+00  3.52544861e+00  3.50653249e+00  3.44394538e+00  3.33874250e+00  2.84889644e+00  9.10381766e+01
